geo_longitude,geo_latitude,Unique ID,Name,City,Neighborhood,Multi-System,System,Multi-Line,Lines,Service,Limited Service,Service Frequency,Terminus,Connections,Handicap Accessible,Status,Year Opened,Web Link,Web Link (HTML)
-71.190833,42.387595,1228,Waverley,"Belmont, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,FALSE,Built,1860,,"<a href="""">Station Link</a>"
-71.236052,42.374208,1229,Waltham,"Waltham, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.260295,42.361843,1230,Brandeis / Roberts,"Waltham, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.282424,42.378988,1231,Kendal Green,"Weston, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.289151,42.385752,1232,Hastings,"Weston, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,TRUE,Minimal (<5),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.302266,42.395676,1233,Silver Hill,"Weston, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,TRUE,Minimal (<5),FALSE,None,FALSE,Built,1844,,"<a href="""">Station Link</a>"
-71.325597,42.413714,1234,Lincoln,"Lincoln, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.357672,42.456611,1235,Concord,"Concord, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,1844,,"<a href="""">Station Link</a>"
-71.393084,42.456951,1236,West Concord,"Concord, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,1871,,"<a href="""">Station Link</a>"
-71.457642,42.460321,1237,South Acton,"Acton, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,1844,,"<a href="""">Station Link</a>"
-71.502981,42.520356,1238,Littleton / Rte 495,"Littleton, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,1980,,"<a href="""">Station Link</a>"
-71.588526,42.559079,1239,Ayer,"Ayer, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,1845,,"<a href="""">Station Link</a>"
-71.648243,42.545131,1240,Shirley,"Shirley, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,1844,,"<a href="""">Station Link</a>"
-71.739539,42.539598,1241,North Leominster,"Leominster, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,1980,,"<a href="""">Station Link</a>"
-71.792634,42.580649,1242,Fitchburg,"Fitchburg, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,1980,,"<a href="""">Station Link</a>"
-71.849137,42.553502,1243,Wachusett,"Fitchburg, MA",,FALSE,MBTA Commuter Rail,FALSE,Fitchburg Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,2016,,"<a href="""">Station Link</a>"
-71.133422,42.4217,1244,West Medford,"Medford, MA",,FALSE,MBTA Commuter Rail,TRUE,"Haverhill Line (MBTA Commuter Rail), Lowell Line (MBTA Commuter Rail)",Wildcat Branch (Haverhill Line),"Lowell Line - False, Haverhill Line (Wildcat Branch) - True","Lowell Line - Medium (<35), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,FALSE,Built,1880,,"<a href="""">Station Link</a>"
-71.140476,42.444475,1245,Wedgemere,"Winchester, MA",,FALSE,MBTA Commuter Rail,TRUE,"Haverhill Line (MBTA Commuter Rail), Lowell Line (MBTA Commuter Rail)",Wildcat Branch (Haverhill Line),"Lowell Line - False, Haverhill Line (Wildcat Branch) - True","Lowell Line - Medium (<35), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,1850s,,"<a href="""">Station Link</a>"
-71.137626,42.452047,1246,Winchester Center,"Winchester, MA",,FALSE,MBTA Commuter Rail,TRUE,"Haverhill Line (MBTA Commuter Rail), Lowell Line (MBTA Commuter Rail)",Wildcat Branch (Haverhill Line),"Lowell Line - False, Haverhill Line (Wildcat Branch) - True","Lowell Line - Medium (<35), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,FALSE,Built,1840,,"<a href="""">Station Link</a>"
-71.137131,42.502983,1247,Mishawum,"Woburn, MA",,FALSE,MBTA Commuter Rail,FALSE,Lowell Line (MBTA Commuter Rail),,TRUE,Minimal (<5),FALSE,None,FALSE,Built,1984,,"<a href="""">Station Link</a>"
-71.144772,42.517223,1248,Anderson / Woburn,"Woburn, MA",,FALSE,"Amtrak, MBTA Commuter Rail",TRUE,"Downeaster (Amtrak), Haverhill Line (MBTA Commuter Rail), Lowell Line (MBTA Commuter Rail)",Wildcat Branch (Haverhill Line),"Downeaster - True, Lowell Line - False, Haverhill Line (Wildcat Branch) - True","Downeaster - Light (<15), Lowell Line - Medium (<35), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,2001,,"<a href="""">Station Link</a>"
-71.174529,42.546723,1249,Wilmington,"Wilmington, MA",,FALSE,MBTA Commuter Rail,TRUE,"Haverhill Line (MBTA Commuter Rail), Lowell Line (MBTA Commuter Rail)",Wildcat Branch (Haverhill Line),"Lowell Line - False, Haverhill Line (Wildcat Branch) - True","Lowell Line - Medium (<35), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,1845,,"<a href="""">Station Link</a>"
-71.281117,42.59324,1250,North Billerica,"North Billerica, MA",,FALSE,MBTA Commuter Rail,FALSE,Lowell Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,1867,,"<a href="""">Station Link</a>"
-71.314992,42.636336,1251,Lowell,"Lowell, MA",,FALSE,MBTA Commuter Rail,FALSE,Lowell Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,1983,,"<a href="""">Station Link</a>"
-71.06942,42.4517,1252,Wyoming Hill,"Melrose, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Medium (<35),FALSE,None,FALSE,Built,1975,,"<a href="""">Station Link</a>"
-71.069802,42.458769,1253,Melrose / Cedar Park,"Melrose, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.068361,42.469458,1254,Melrose Highlands,"Melrose, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.067319,42.482974,1255,Greenwood,"Wakefield, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.075561,42.502213,1256,Wakefield,"Wakefield, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Medium (<35),FALSE,None,FALSE,Built,1889,,"<a href="""">Station Link</a>"
-71.107264,42.521773,1257,Reading,"Reading, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Medium (<35),TRUE,None,TRUE,Built,1845,,"<a href="""">Station Link</a>"
-71.15963,42.569528,1258,North Wilmington,"Wilmington, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),Main Line (Haverhill Line),FALSE,Light (<15),FALSE,None,FALSE,Built,1979,,"<a href="""">Station Link</a>"
-71.159858,42.627348,1259,Ballardvale,"Andover, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),"Main Line (Haverhill Line), Wildcat Branch (Haverhill Line)","Haverhill Line (Main Line) - False, Haverhill Line (Wildcat Branch) - True","Haverhill Line (Main Line) - Light (<15), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,1849,,"<a href="""">Station Link</a>"
-71.144493,42.658131,1260,Andover,"Andover, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),"Main Line (Haverhill Line), Wildcat Branch (Haverhill Line)","Haverhill Line (Main Line) - False, Haverhill Line (Wildcat Branch) - True","Haverhill Line (Main Line) - Light (<15), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,1836,,"<a href="""">Station Link</a>"
-71.152263,42.701692,1261,Lawrence,"Lawrence, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),"Main Line (Haverhill Line), Wildcat Branch (Haverhill Line)","Haverhill Line (Main Line) - False, Haverhill Line (Wildcat Branch) - True","Haverhill Line (Main Line) - Light (<15), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,2005,,"<a href="""">Station Link</a>"
-71.088512,42.766611,1262,Bradford,"Bradford, MA",,FALSE,MBTA Commuter Rail,FALSE,Haverhill Line (MBTA Commuter Rail),"Main Line (Haverhill Line), Wildcat Branch (Haverhill Line)","Haverhill Line (Main Line) - False, Haverhill Line (Wildcat Branch) - True","Haverhill Line (Main Line) - Light (<15), Haverhill Line (Wildcat Branch) - Minimal (<5)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.086131,42.773498,1263,Haverhill,"Haverhill, MA",,TRUE,"Amtrak, MBTA Commuter Rail",FALSE,"Downeaster (Amtrak), Haverhill Line (MBTA Commuter Rail)","Main Line (Haverhill Line), Wildcat Branch (Haverhill Line)","Downeaster - True, Haverhill Line (Main Line) - False, Haverhill Line (Wildcat Branch) - True","Downeaster - Light (<15), Haverhill Line (Main Line) - Light (<15), Haverhill Line (Wildcat Branch) - Minimal (<5)",TRUE,None,TRUE,Built,1979,,"<a href="""">Station Link</a>"
-71.034296,42.395619,1264,Chelsea / Bellingham Sq,"Chelsea, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),"Newburyport Branch (Newburyport/Rockport Line), Rockport Branch (Newburyport/Rockport Line)","Newburyport/Rockport Line (Newburyport Branch) - False, Newburyport/Rockport Line (Rockport Branch) - False","Newburyport/Rockport Line (Newburyport Branch) - Light (<15), Newburyport/Rockport Line (Rockport Branch) - Light (<15)",FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-70.969698,42.449904,1265,River Works (Planned),"Lynn, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),"Newburyport Branch (Newburyport/Rockport Line), Rockport Branch (Newburyport/Rockport Line)","Newburyport/Rockport Line (Newburyport Branch) - False, Newburyport/Rockport Line (Rockport Branch) - False","Newburyport/Rockport Line (Newburyport Branch) - Light (<15), Newburyport/Rockport Line (Rockport Branch) - Light (<15)",FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-70.945442,42.462972,1266,Lynn,"Lynn, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),"Newburyport Branch (Newburyport/Rockport Line), Rockport Branch (Newburyport/Rockport Line)","Newburyport/Rockport Line (Newburyport Branch) - False, Newburyport/Rockport Line (Rockport Branch) - False","Newburyport/Rockport Line (Newburyport Branch) - Light (<15), Newburyport/Rockport Line (Rockport Branch) - Light (<15)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.922502,42.473745,1267,Swampscott,"Swampscott, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),"Newburyport Branch (Newburyport/Rockport Line), Rockport Branch (Newburyport/Rockport Line)","Newburyport/Rockport Line (Newburyport Branch) - False, Newburyport/Rockport Line (Rockport Branch) - False","Newburyport/Rockport Line (Newburyport Branch) - Light (<15), Newburyport/Rockport Line (Rockport Branch) - Light (<15)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.895848,42.524482,1268,Salem,"Salem, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),"Newburyport Branch (Newburyport/Rockport Line), Rockport Branch (Newburyport/Rockport Line)","Newburyport/Rockport Line (Newburyport Branch) - False, Newburyport/Rockport Line (Rockport Branch) - False","Newburyport/Rockport Line (Newburyport Branch) - Medium (<35), Newburyport/Rockport Line (Rockport Branch) - Medium (<35)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.885445,42.547326,1269,Beverly,"Beverly, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),"Newburyport Branch (Newburyport/Rockport Line), Rockport Branch (Newburyport/Rockport Line)","Newburyport/Rockport Line (Newburyport Branch) - False, Newburyport/Rockport Line (Rockport Branch) - False","Newburyport/Rockport Line (Newburyport Branch) - Medium (<35), Newburyport/Rockport Line (Rockport Branch) - Medium (<35)",TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.883764,42.583845,1270,North Beverly,"Beverly, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Newburyport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.874647,42.609592,1271,Hamilton / Wenham,"Hamilton, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Newburyport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.840617,42.676985,1272,Ipswich,"Ipswich, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Newburyport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.859132,42.727124,1273,Rowley,"Rowley, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Newburyport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.877635,42.797124,1274,Newburyport,"Newburyport, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Newburyport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.869086,42.562243,1275,Montserrat,"Beverly, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.825258,42.559507,1276,Prides Crossing,"Beverly, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),TRUE,Minimal (<5),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-70.810826,42.561752,1277,Beverly Farms,"Beverly, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.767409,42.574488,1278,Manchester,"Manchester-by-the-Sea, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.705277,42.612018,1279,West Gloucester,"Gloucester, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.667272,42.616597,1280,Gloucester,"Gloucester, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.626559,42.655925,1281,Rockport,"Rockport, MA",,FALSE,MBTA Commuter Rail,FALSE,Newburyport/Rockport Line (MBTA Commuter Rail),Rockport Branch (Newburyport/Rockport Line),FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.05508,42.351393,1282,South Station,"Boston, MA",Downtown,TRUE,"Amtrak, CapeFLYER, MBTA Commuter Rail",TRUE,"Acela Express (Amtrak), Lake Shore Limited (Amtrak), Northeast Regional (Amtrak), Fairmount Line (MBTA Commuter Rail), Framingham/Worcester Line (MBTA Commuter Rail), Franklin Line (MBTA Commuter Rail), Greenbush Line (MBTA Commuter Rail), Kingston/Plymouth Line (MBTA Commuter Rail), Middleborough/Lakeville Line (MBTA Commuter Rail), Needham Line (MBTA Commuter Rail), Providence/Stoughton Line (MBTA Commuter Rail), CapeFLYER","Boston Branch (Northeast Regional), Providence Branch (Providence/Stoughton Line), Stoughton Branch (Providence/Stoughton Line)","Acela Express - False, Lake Shore Limited - True, Northeast Regional (Boston Branch) - False, Fairmount Line - False, Framingham/Worcester Line - False, Franklin Line - False, Greenbush Line - False, Kingston/Plymouth Line - False, Middleborough/Lakeville Line - False, Needham Line - False, Providence/Stoughton Line (Providence Branch) - False, Providence/Stoughton Line (Stoughton Branch) - False, CapeFLYER - True","Acela Express - Light (<15), Lake Shore Limited - Minimal (<5), Northeast Regional (Boston Branch) - Light (<15), Fairmount Line - Medium (<35), Framingham/Worcester Line - Medium (<35), Franklin Line - Medium (<35), Greenbush Line - Light (<15), Kingston/Plymouth Line - Light (<15), Middleborough/Lakeville Line - Light (<15), Needham Line - Medium (<35), Providence/Stoughton Line (Providence Branch) - Medium (<35), Providence/Stoughton Line (Stoughton Branch) - Light (<15), CapeFLYER - Minimal (<5) (Weekends Only)",TRUE,South Station (MBTA Subway),TRUE,Built,,,"<a href="""">Station Link</a>"
-70.968076,42.221514,1283,Weymouth Landing / East Braintree,"Weymouth, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.922473,42.219375,1284,East Weymouth,"Weymouth, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.902688,42.235774,1285,West Hingham,"Hingham, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.868238,42.244956,1286,Nantasket Junction,"Hingham, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.837758,42.244253,1287,Cohasset,"Cohasset, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.787989,42.219383,1288,North Scituate,"Scituate, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.746347,42.178804,1289,Greenbush,"Scituate, MA",,FALSE,MBTA Commuter Rail,FALSE,Greenbush Line (MBTA Commuter Rail),,Greenbush Line - False,Greenbush Line - Light (<15),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.953119,42.154718,1290,South Weymouth,"Weymouth, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.934366,42.107086,1291,Abington,"Abington, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.923267,42.08259,1292,Whitman,"Whitman, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.882138,42.043781,1293,Hanson,"Hanson, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.823986,42.014614,1294,Halifax,"Halifax, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.722083,41.977415,1295,Kingston,"Kingston, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,FALSE,Light (<15),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.690359,41.981249,1296,Plymouth,"Plymouth, MA",,FALSE,MBTA Commuter Rail,FALSE,Kingston/Plymouth Line (MBTA Commuter Rail),,TRUE,Minimal (<5),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.027396,42.156496,1297,Holbrook / Randolph,"Randolph, MA",,FALSE,MBTA Commuter Rail,FALSE,Middleborough/Lakeville Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.021836,42.106191,1298,Montello,"Brockton, MA",,FALSE,MBTA Commuter Rail,FALSE,Middleborough/Lakeville Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.016555,42.084483,1299,Brockton,"Brockton, MA",,FALSE,"CapeFLYER, MBTA Commuter Rail",FALSE,"CapeFLYER, Middleborough/Lakeville Line (MBTA Commuter Rail)",,"CapeFLYER - True, Middleborough/Lakeville Line - False","CapeFLYER - Minimal (<5) (Weekends Only), Middleborough/Lakeville Line - Light (<15)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.011099,42.060999,1300,Campello,"Brockton, MA",,FALSE,MBTA Commuter Rail,FALSE,Middleborough/Lakeville Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.965366,41.984831,1301,Bridgewater,"Bridgewater, MA",,FALSE,MBTA Commuter Rail,FALSE,Middleborough/Lakeville Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.918361,41.878117,1302,Middleborough / Lakeville,"Lakeville, MA",,FALSE,"CapeFLYER, MBTA Commuter Rail",FALSE,"CapeFLYER, Middleborough/Lakeville Line (MBTA Commuter Rail)",,"CapeFLYER - True, Middleborough/Lakeville Line - False","CapeFLYER - Minimal (<5) (Weekends Only), Middleborough/Lakeville Line - Light (<15)",TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.066196,42.326421,1303,Newmarket,"Boston, MA",Dorchester,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.068606,42.319016,1304,Uphams Corner,"Boston, MA",Dorchester,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.075931,42.305865,1305,Four Corners / Geneva,"Boston, MA",Dorchester,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.078297,42.292859,1306,Talbot Avenue,"Boston, MA",Dorchester,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.08581,42.280687,1307,Morton Street,"Boston, MA",Mattapan,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.095668,42.271471,1308,Blue Hill Avenue,"Boston, MA",Dorchester,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.119494,42.25351,1309,Fairmount,"Boston, MA",Hyde Park,FALSE,MBTA Commuter Rail,FALSE,Fairmount Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.133864,42.237563,1310,Readville,"Boston, MA",Hyde Park,FALSE,MBTA Commuter Rail,TRUE,"Fairmount Line (MBTA Commuter Rail), Franklin Line (MBTA Commuter Rail)",,"Fairmount Line - False, Franklin Line - False, ","Fairmount Line - Medium (<35), Franklin Line - Light (<15), ",TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.12571,42.254663,1311,Hyde Park,"Boston, MA",Hyde Park,FALSE,MBTA Commuter Rail,TRUE,"Franklin Line (MBTA Commuter Rail), Providence/Stoughton Line (MBTA Commuter Rail)","Providence Branch (Providence/Stoughton Line), Stoughton Branch (Providence/Stoughton Line)","Franklin Line - True, Providence/Stoughton Line (Providence Branch) - False, Providence/Stoughton Line (Stoughton Branch) - False","Franklin Line - Minimal (<5), Providence/Stoughton Line (Providence Branch) - Light (<15), Providence/Stoughton Line (Stoughton Branch) - Light (<15)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
