geo_longitude,geo_latitude,Unique ID,Name,City,Neighborhood,Multi-System,System,Multi-Line,Lines,Service,Limited Service,Service Frequency,Terminus,Connections,Handicap Accessible,Status,Year Opened,Web Link,Web Link (HTML)
-71.147182,42.21035,1312,Route 128,"Westwood, MA",,TRUE,"Amtrak, MBTA Commuter Rail",TRUE,"Acela Express (Amtrak), Northeast Regional (Amtrak), Providence/Stoughton Line (MBTA Commuter Rail)","Boston Branch (Northeast Regional), Providence Branch (Providence/Stoughton Line), Stoughton Branch (Providence/Stoughton Line)","Acela Express - False, Northeast Regional (Boston Branch) - False, Providence/Stoughton Line (Providence Branch) - False, Providence/Stoughton Line (Stoughton Branch) - False","Acela Express - Light (<15), Northeast Regional (Boston Branch) - Light (<15), Providence/Stoughton Line (Providence Branch) - Medium (<35), Providence/Stoughton Line (Stoughton Branch) - Light (<15)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.153996,42.163352,1313,Canton Junction,"Canton, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),"Providence Branch (Providence/Stoughton Line), Stoughton Branch (Providence/Stoughton Line)","Providence/Stoughton Line (Providence Branch) - False, Providence/Stoughton Line (Stoughton Branch) - False","Providence/Stoughton Line (Providence Branch) - Light (<15), Providence/Stoughton Line (Stoughton Branch) - Light (<15)",FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.145832,42.156876,1314,Canton Center,"Canton, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Stoughton Branch (Providence/Stoughton Line),FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.103036,42.123492,1315,Stoughton,"Stoughton, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Stoughton Branch (Providence/Stoughton Line),FALSE,Light (<15),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.184498,42.12458,1316,Sharon,"Sharon, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Providence Branch (Providence/Stoughton Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.22006,42.032547,1317,Mansfield,"Mansfield, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Providence Branch (Providence/Stoughton Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.284921,41.940927,1318,Attleboro,"Attleboro, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Providence Branch (Providence/Stoughton Line),FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.355274,41.897657,1319,South Attleboro,"Attleboro, MA",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Providence Branch (Providence/Stoughton Line),FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.413313,41.829266,1320,Providence,"Providence, RI",,TRUE,"Amtrak, MBTA Commuter Rail",FALSE,"Acela Express (Amtrak), Northeast Regional (Amtrak), Providence/Stoughton Line (MBTA Commuter Rail)","Boston Branch (Northeast Regional), Providence Branch (Providence/Stoughton Line)","Acela Express - False, Northeast Regional (Boston Branch) - False, Providence/Stoughton Line (Providence Branch) - False","Acela Express - Light (<15), Northeast Regional (Boston Branch) - Light (<15), Providence/Stoughton Line (Providence Branch) - Medium (<35)",TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.441979,41.727411,1321,TF Green Airport,"Warwick, RI",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Providence Branch (Providence/Stoughton Line),FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.490896,41.581511,1322,Wickford Junction,"North Kingston, RI",,FALSE,MBTA Commuter Rail,FALSE,Providence/Stoughton Line (MBTA Commuter Rail),Providence Branch (Providence/Stoughton Line),FALSE,Light (<15),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.158505,42.233328,1323,Endicott,"Dedham, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.174509,42.226947,1324,Dedham Corp. Center,"Dedham, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.183965,42.221023,1325,Islington,"Westwood, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.196934,42.196367,1326,Norwood Depot,"Norwood, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.199723,42.188595,1327,Norwood Central,"Norwood, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.219826,42.171791,1328,Windsor Gardens,"Norwood, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.236605,42.158544,1329,Plimptonville,"Walpole, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,TRUE,Minimal (<5),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.257772,42.145546,1330,Walpole,"Walpole, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.32614,42.120264,1331,Norfolk,"Norfolk, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.395992,42.083247,1332,Franklin / Dean College,"Franklin, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.438958,42.089968,1333,Forge Park / 495,"Franklin, MA",,FALSE,MBTA Commuter Rail,FALSE,Franklin Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.130218,42.287474,1334,Roslindale Village,"Boston, MA",Roslindale,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.145534,42.286551,1335,Bellevue,"Boston, MA",West Roxbury,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.154017,42.284947,1336,Highland,"Boston, MA",West Roxbury,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.160088,42.28131,1337,West Roxbury,"Boston, MA",West Roxbury,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.216028,42.275589,1338,Hersey,"Needham, MA",,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.235626,42.273151,1339,Needham Junction,"Needham, MA",,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.237726,42.280704,1340,Needham Center,"Needham, MA",,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.236072,42.293555,1341,Needham Heights,"Needham, MA",,FALSE,MBTA Commuter Rail,FALSE,Needham Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.099677,42.34757,1342,Lansdowne,"Boston, MA",Fenway-Kenmore,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.140516,42.357394,1343,Boston Landing,"Boston, MA",Allston-Brighton,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.205129,42.351767,1344,Newtonville,"Newton, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.230323,42.347846,1345,West Newton,"Newton, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.251178,42.345488,1346,Auburndale,"Newton, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Light (<15),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.272416,42.322114,1347,Wellesley Farms,"Wellesley, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.277077,42.310446,1348,Wellesley Hills,"Wellesley, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.294719,42.29716,1349,Wellesley Square,"Wellesley, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.346797,42.285708,1350,Natick Center,"Natick, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,FALSE,Built,,,"<a href="""">Station Link</a>"
-71.39177,42.283073,1351,West Natick,"Natick, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.419247,42.276316,1352,Framingham,"Framingham, MA",,TRUE,"Amtrak, MBTA Commuter Rail",FALSE,"Lake Shore Limited (Amtrak), Framingham/Worcester Line (MBTA Commuter Rail)",,"Lake Shore Limited - True, Framingham/Worcester Line - False","Lake Shore Limited - Minimal (<5), Framingham/Worcester Line - Medium (<35)",TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.482079,42.261435,1353,Ashland,"Ashland, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.524709,42.266919,1354,Southborough,"Southborough, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.647177,42.269504,1355,Westborough,"Westborough, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.684656,42.247021,1356,Grafton,"Grafton, MA",,FALSE,MBTA Commuter Rail,FALSE,Framingham/Worcester Line (MBTA Commuter Rail),,FALSE,Medium (<35),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.794522,42.260871,1357,Worcester,"Worcester, MA",,TRUE,"Amtrak, MBTA Commuter Rail",FALSE,"Lake Shore Limited (Amtrak), Framingham/Worcester Line (MBTA Commuter Rail)",,"Lake Shore Limited - True, Framingham/Worcester Line - False","Lake Shore Limited - Minimal (<5), Framingham/Worcester Line - Medium (<35)",TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-71.261433,42.095042,1358,Foxboro,"Foxboro, MA",,FALSE,MBTA Commuter Rail,TRUE,"Franklin Line (MBTA Commuter Rail), Providence/Stoughton Line (MBTA Commuter Rail)",,TRUE,None (<1) (Special Events Only),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.919343,41.891875,1359,Middleborough / Lakeville (Planned),"Lakeville, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-71.060526,41.867122,1360,East Taunton (Planned),"East Taunton, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-71.093679,41.772414,1361,Freetown (Planned),"Freetown, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-71.15387,41.714317,1362,Fall River Depot (Planned),"Fall River, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-71.162986,41.701611,1363,Battleship Cove (Planned),"Fall River, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-70.939792,41.677008,1364,King's Highway (Planned),"New Bedford, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-70.924812,41.643266,1365,Whale's Tooth (Planned),"New Bedford, MA",,FALSE,MBTA Commuter Rail,FALSE,South Coast Rail (MBTA Commuter Rail),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-71.393711,41.877734,1366,Pawtucket - Central Falls (Planned),"Pawtucket, RI",,TRUE,"MBTA Commuter Rail, Amtrak",FALSE,Providence/Stoughton Line (MBTA Commuter Rail),,,,,None,,Under Construction,,,"<a href="""">Station Link</a>"
-70.714623,41.758437,1386,Wareham Village,"Wareham, MA",,FALSE,CapeFLYER,FALSE,CapeFLYER,,TRUE,Minimal (<5) (Weekends Only),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.615896,41.744668,1387,Buzzards Bay,"Buzzards Bay, MA",,FALSE,CapeFLYER,FALSE,CapeFLYER,,TRUE,Minimal (<5) (Weekends Only),FALSE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.279838,41.65544,1388,Hyannis,"Hyannis, MA",,FALSE,CapeFLYER,FALSE,CapeFLYER,,TRUE,Minimal (<5) (Weekends Only),TRUE,None,TRUE,Built,,,"<a href="""">Station Link</a>"
-70.958786,42.980987,1396,Exeter,"Exeter, NH",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,TRUE,Built,1891,,"<a href="""">Station Link</a>"
-70.936312,43.139138,1397,Durham - UNH,"Durham, NH",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,TRUE,Built,1912,,"<a href="""">Station Link</a>"
-70.878304,43.198187,1398,Dover,"Dover, NH",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,TRUE,Built,1824,,"<a href="""">Station Link</a>"
-70.612071,43.320548,1399,Wells,"Wells, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,TRUE,Built,2001,,"<a href="""">Station Link</a>"
-70.529252,43.382548,1400,Kennebunk (Planned),"Kennebunk, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-70.449168,43.496305,1401,Saco,"Saco, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,TRUE,Built,2001,,"<a href="""">Station Link</a>"
-70.376046,43.514342,1402,Old Orchard Beach,"Old Orchard Beach, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),FALSE,None,TRUE,Built,2003,,"<a href="""">Station Link</a>"
-70.290729,43.652973,1403,Portland,"Portland, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Light (<15),TRUE,None,TRUE,Built,1996,,"<a href="""">Station Link</a>"
-70.102061,43.855172,1404,Freeport,"Freeport, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Minimal (<5),FALSE,None,TRUE,Built,2012,,"<a href="""">Station Link</a>"
-69.965246,43.911654,1405,Brunswick,"Brunswick, ME",,FALSE,Amtrak,FALSE,Downeaster (Amtrak),,TRUE,Minimal (<5),TRUE,None,TRUE,Built,2012,,"<a href="""">Station Link</a>"
-73.171191,43.613611,1406,Castleton,"Castleton, VT",,FALSE,Amtrak,FALSE,Ethan Allen Express (Amtrak),,TRUE,Minimal (<5),FALSE,None,TRUE,Built,2010,,"<a href="""">Station Link</a>"
-72.981751,43.605583,1407,Rutland,"Rutland, VT",,FALSE,Amtrak,FALSE,Ethan Allen Express (Amtrak),,TRUE,Minimal (<5),TRUE,None,TRUE,Built,1999,,"<a href="""">Station Link</a>"
-73.169746,44.017575,1408,Middlebury (Planned),"Middlebury, VT",,FALSE,Amtrak,FALSE,Ethan Allen Express (Amtrak),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-73.248899,44.180751,1409,Vergennes (Planned),"Vergennes, VT",,FALSE,Amtrak,FALSE,Ethan Allen Express (Amtrak),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-73.219861,44.475409,1410,Burlington (Planned),"Burlington, VT",,FALSE,Amtrak,FALSE,Ethan Allen Express (Amtrak),,,,FALSE,None,,Planned,,,"<a href="""">Station Link</a>"
-73.254183,42.451188,1411,Pittsfield,"Pittsfield, MA",,FALSE,Amtrak,FALSE,Lake Shore Limited (Amtrak),,TRUE,Minimal (<5),FALSE,None,TRUE,Built,1866,,"<a href="""">Station Link</a>"
-71.560812,41.484172,1412,Kingston,"South Kingston, RI",West Kingston,FALSE,Amtrak,FALSE,Northeast Regional (Amtrak),Boston Branch (Northeast Regional),FALSE,Light (<15),FALSE,None,TRUE,Built,1875,,"<a href="""">Station Link</a>"
-71.829997,41.381349,1413,Westerly,"Westerly, RI",,FALSE,Amtrak,FALSE,Northeast Regional (Amtrak),Boston Branch (Northeast Regional),TRUE,Light (<15),FALSE,None,TRUE,Built,1837,,"<a href="""">Station Link</a>"
-71.963154,41.350784,1414,Mystic,"Mystic, CT",,FALSE,Amtrak,FALSE,Northeast Regional (Amtrak),Boston Branch (Northeast Regional),TRUE,Minimal (<5),FALSE,None,TRUE,Built,1905,,"<a href="""">Station Link</a>"
-72.602165,42.203843,1415,Holyoke,"Holyoke, MA",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,2015,,"<a href="""">Station Link</a>"
-72.626331,42.318914,1416,Northampton,"Northampton, MA",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,2014,,"<a href="""">Station Link</a>"
-72.600892,42.585375,1417,Greenfield,"Greenfield, MA",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,2012,,"<a href="""">Station Link</a>"
-72.556299,42.850822,1418,Brattleboro,"Brattleboro, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1915,,"<a href="""">Station Link</a>"
-72.444697,43.136259,1419,Bellows Falls,"Bellows Falls, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1923,,"<a href="""">Station Link</a>"
-72.377802,43.368799,1420,Claremont,"Claremont, NH",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1920,,"<a href="""">Station Link</a>"
-72.384704,43.480099,1421,Windsor,"Windsor, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1901,,"<a href="""">Station Link</a>"
-72.3178,43.647965,1422,White River Jct.,"White River Junction, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1937,,"<a href="""">Station Link</a>"
-72.665406,43.922539,1423,Randolph,"Randolph, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,,,"<a href="""">Station Link</a>"
-72.606468,44.255682,1424,Montpelier,"Montpelier, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1849,,"<a href="""">Station Link</a>"
-72.751756,44.335213,1425,Waterbury,"Waterbury, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1875,,"<a href="""">Station Link</a>"
-73.110053,44.492667,1426,Essex Jct.,"Essex Junction, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),FALSE,None,,Built,1958,,"<a href="""">Station Link</a>"
-73.086247,44.812374,1427,St. Albans,"St. Albans, VT",,FALSE,Amtrak,FALSE,Vermonter (Amtrak,,TRUE,Minimal (<5),TRUE,None,,Built,1851,,"<a href="""">Station Link</a>"
